State,Crop,Season,Rainfall,Area,Production,Yield
Madhya Pradesh,Rice,Kharif,1676.8,3528.0,17531.3,4.97
Tamil Nadu,Barley,Rabi,351.8,2100.6,5870.3,2.79
Maharashtra,Mustard,Rabi,511.8,3444.7,6231.5,1.81
Assam,Cotton,Kharif,935.8,3778.9,9456.0,2.5
Jharkhand,Mustard,Rabi,503.5,736.0,1201.6,1.63
Chhattisgarh,Barley,Rabi,494.3,563.0,1925.9,3.42
Tamil Nadu,Groundnut,Kharif,853.1,1287.2,3155.5,2.45
Bihar,Groundnut,Kharif,829.2,3909.1,8900.9,2.28
Himachal Pradesh,Groundnut,Kharif,845.8,2374.9,5559.4,2.34
Meghalaya,Potato,Rabi,753.6,2923.2,73348.3,25.09
Tripura,Mustard,Rabi,454.5,811.3,1367.3,1.69
West Bengal,Wheat,Rabi,670.1,2574.3,14615.8,5.68
Karnataka,Maize,Kharif,986.4,3205.6,11463.3,3.58
Madhya Pradesh,Sugarcane,Kharif,1417.1,2788.7,230793.1,82.76
Uttar Pradesh,Potato,Rabi,483.0,3070.7,81392.0,26.51
Odisha,Sugarcane,Kharif,1554.2,1868.9,176300.2,94.33
Meghalaya,Maize,Kharif,506.4,1747.5,5902.4,3.38
Madhya Pradesh,Maize,Kharif,637.8,2130.3,8657.1,4.06
Assam,Groundnut,Kharif,629.3,326.8,757.3,2.32
Madhya Pradesh,Cotton,Kharif,562.4,4115.0,11694.6,2.84
Maharashtra,Groundnut,Kharif,895.7,1237.5,2619.1,2.12
Nagaland,Barley,Rabi,449.9,1783.3,6865.7,3.85
Maharashtra,Sugarcane,Kharif,1341.5,2031.6,193672.8,95.33
Himachal Pradesh,Groundnut,Kharif,862.3,1229.1,2584.0,2.1
Meghalaya,Potato,Rabi,664.9,209.4,6300.8,30.09
Goa,Mustard,Rabi,537.7,1792.9,2917.0,1.63
West Bengal,Sugarcane,Kharif,1692.5,1683.9,152206.6,90.39
Goa,Sugarcane,Kharif,933.1,830.1,70176.3,84.54
Meghalaya,Sugarcane,Kharif,1147.2,1722.4,145942.1,84.73
Arunachal Pradesh,Cotton,Kharif,645.1,1751.5,5094.7,2.91
Goa,Cotton,Kharif,886.8,4216.6,12273.6,2.91
Karnataka,Barley,Rabi,385.1,2368.2,8346.9,3.52
Andhra Pradesh,Mustard,Rabi,493.9,509.9,999.6,1.96
Sikkim,Maize,Kharif,775.9,4238.4,18222.5,4.3
Arunachal Pradesh,Maize,Kharif,760.1,4181.0,17669.7,4.23
Bihar,Maize,Kharif,818.8,2216.0,9407.2,4.25
Gujarat,Mustard,Rabi,373.9,2855.6,5351.6,1.87
Arunachal Pradesh,Groundnut,Kharif,873.5,4514.3,9047.5,2.0
Telangana,Rice,Kharif,1559.5,3973.7,21994.7,5.54
Mizoram,Sugarcane,Kharif,1368.2,3914.9,332152.3,84.84
Manipur,Barley,Rabi,334.4,4350.0,14757.5,3.39
Meghalaya,Maize,Kharif,958.8,3591.6,14160.8,3.94
Bihar,Potato,Rabi,590.2,2532.2,68336.0,26.99
Maharashtra,Wheat,Rabi,578.6,1240.1,6999.7,5.64
Madhya Pradesh,Wheat,Rabi,705.1,258.3,1239.1,4.8
Uttarakhand,Maize,Kharif,817.8,3758.6,17607.5,4.68
Gujarat,Groundnut,Kharif,854.6,958.8,2034.7,2.12
Rajasthan,Potato,Rabi,691.5,221.7,6326.4,28.54
Himachal Pradesh,Mustard,Rabi,494.6,1659.8,3271.1,1.97
Uttar Pradesh,Potato,Rabi,629.4,4970.7,145941.9,29.36
West Bengal,Sugarcane,Kharif,1315.3,4772.5,473473.7,99.21
Kerala,Wheat,Rabi,722.8,4764.2,24794.1,5.2
Madhya Pradesh,Rice,Kharif,1523.9,737.8,3666.8,4.97
Mizoram,Rice,Kharif,1001.4,2387.8,11616.2,4.86
Bihar,Barley,Rabi,539.9,1643.9,5007.2,3.05
Punjab,Barley,Rabi,480.1,1073.4,3754.4,3.5
Uttarakhand,Groundnut,Kharif,549.3,2927.2,6857.2,2.34
West Bengal,Potato,Rabi,483.2,3123.6,89831.3,28.76
Jharkhand,Sugarcane,Kharif,1663.5,3673.1,330996.6,90.11
Andhra Pradesh,Wheat,Rabi,626.6,4943.1,27629.4,5.59
Karnataka,Wheat,Rabi,621.1,4107.6,24775.5,6.03
Uttar Pradesh,Groundnut,Kharif,770.1,1841.6,4609.5,2.5
Rajasthan,Soybean,Kharif,703.0,1677.1,3347.0,2.0
Uttarakhand,Rice,Kharif,1573.2,2179.7,10332.0,4.74
Telangana,Maize,Kharif,589.1,1314.9,4993.4,3.8
Madhya Pradesh,Wheat,Rabi,456.7,362.1,1619.7,4.47
Odisha,Groundnut,Kharif,673.7,4989.5,13335.9,2.67
Tripura,Barley,Rabi,585.1,2325.2,7435.0,3.2
Odisha,Wheat,Rabi,677.0,376.9,2088.2,5.54
Jharkhand,Soybean,Kharif,821.6,4487.8,9902.8,2.21
Meghalaya,Mustard,Rabi,592.9,340.3,515.2,1.51
Uttar Pradesh,Soybean,Kharif,795.9,1633.3,3880.8,2.38
Tamil Nadu,Groundnut,Kharif,780.1,1840.6,4780.0,2.6
Manipur,Wheat,Rabi,455.5,568.1,2599.6,4.58
Tripura,Soybean,Kharif,938.7,4160.4,7902.7,1.9
Assam,Potato,Rabi,765.0,3683.5,105109.6,28.54
Goa,Sugarcane,Kharif,815.9,2535.9,198692.8,78.35
Chhattisgarh,Soybean,Kharif,756.5,3117.6,6297.8,2.02
Chhattisgarh,Wheat,Rabi,616.6,4432.2,24112.6,5.44
Meghalaya,Mustard,Rabi,303.0,3782.7,6167.6,1.63
Bihar,Potato,Rabi,543.5,2723.4,81925.8,30.08
West Bengal,Wheat,Rabi,526.1,4579.9,24360.1,5.32
Andhra Pradesh,Rice,Kharif,973.3,3338.1,15905.1,4.76
Tripura,Rice,Kharif,1062.1,1245.1,6075.4,4.88
Punjab,Barley,Rabi,353.3,2188.4,7661.5,3.5
Gujarat,Potato,Rabi,706.8,3800.4,106512.3,28.03
Madhya Pradesh,Soybean,Kharif,621.6,3896.1,7698.1,1.98
Bihar,Mustard,Rabi,445.1,3651.8,6610.0,1.81
Nagaland,Barley,Rabi,553.7,1502.0,4094.2,2.73
Kerala,Sugarcane,Kharif,1194.7,2769.4,266682.2,96.3
Haryana,Sugarcane,Kharif,892.8,3259.0,306601.1,94.08
Kerala,Cotton,Kharif,853.8,4208.9,9984.6,2.37
Madhya Pradesh,Maize,Kharif,736.2,1723.9,8302.2,4.82
Kerala,Soybean,Kharif,691.9,233.5,457.6,1.96
Manipur,Sugarcane,Kharif,1135.3,606.1,57341.3,94.61
Punjab,Rice,Kharif,943.5,3780.2,16790.5,4.44
Tripura,Soybean,Kharif,747.2,409.9,792.2,1.93
Rajasthan,Groundnut,Kharif,882.1,2678.4,5404.9,2.02
Chhattisgarh,Groundnut,Kharif,701.6,4909.3,11914.3,2.43
Kerala,Soybean,Kharif,746.3,1160.7,2602.3,2.24
Sikkim,Sugarcane,Kharif,731.0,1339.3,107165.7,80.02
Tripura,Groundnut,Kharif,711.4,1219.3,3032.7,2.49
Mizoram,Cotton,Kharif,779.1,2152.5,6857.4,3.19
Andhra Pradesh,Cotton,Kharif,632.8,4528.4,13973.8,3.09
Punjab,Sugarcane,Kharif,734.8,3032.1,270937.4,89.36
West Bengal,Wheat,Rabi,567.9,4157.9,23861.9,5.74
Uttar Pradesh,Cotton,Kharif,502.9,1919.9,5066.1,2.64
Jharkhand,Sugarcane,Kharif,1368.7,575.5,54263.5,94.29
Telangana,Cotton,Kharif,506.5,1621.0,4056.6,2.5
Odisha,Groundnut,Kharif,764.4,1304.9,3403.3,2.61
Himachal Pradesh,Soybean,Kharif,723.4,2494.0,4855.8,1.95
Goa,Sugarcane,Kharif,1611.2,1548.5,131587.6,84.98
Telangana,Sugarcane,Kharif,1639.9,2694.4,227986.4,84.62
Chhattisgarh,Cotton,Kharif,936.0,4511.7,12800.1,2.84
Kerala,Maize,Kharif,820.7,4530.6,19160.2,4.23
Gujarat,Soybean,Kharif,967.2,2191.5,3687.0,1.68
Telangana,Rice,Kharif,1064.1,578.7,2943.8,5.09
Uttarakhand,Sugarcane,Kharif,1450.3,4815.7,492300.2,102.23
Bihar,Rice,Kharif,1379.2,813.0,4559.2,5.61
Haryana,Barley,Rabi,510.1,984.5,3651.9,3.71
Assam,Sugarcane,Kharif,765.1,3701.5,346577.5,93.63
Jharkhand,Wheat,Rabi,784.4,4229.3,17489.1,4.14
Bihar,Sugarcane,Kharif,1207.5,1132.9,101884.6,89.94
Kerala,Barley,Rabi,372.6,4658.5,15426.9,3.31
Tamil Nadu,Sugarcane,Kharif,967.8,2602.1,230212.5,88.47
Nagaland,Rice,Kharif,1658.0,4238.6,21104.7,4.98
Gujarat,Groundnut,Kharif,877.9,979.6,2146.5,2.19
Gujarat,Barley,Rabi,364.0,1875.5,5590.5,2.98
Karnataka,Soybean,Kharif,684.0,4252.5,8557.8,2.01
Sikkim,Wheat,Rabi,720.0,3482.4,17065.1,4.9
Bihar,Rice,Kharif,1738.6,2850.7,13949.6,4.89
Madhya Pradesh,Maize,Kharif,804.9,2953.4,14619.5,4.95
Andhra Pradesh,Potato,Rabi,765.4,1271.6,34493.5,27.13
Gujarat,Groundnut,Kharif,822.7,2327.5,5765.5,2.48
Punjab,Rice,Kharif,1725.3,4852.8,24166.0,4.98
Meghalaya,Potato,Rabi,656.9,1081.7,33923.4,31.36
Rajasthan,Maize,Kharif,720.4,2877.1,13961.1,4.85
Andhra Pradesh,Sugarcane,Kharif,1712.7,2021.1,189709.2,93.86
Telangana,Groundnut,Kharif,781.0,1805.4,4350.5,2.41
Assam,Soybean,Kharif,672.5,2250.8,4317.2,1.92
Manipur,Soybean,Kharif,781.8,4810.3,11572.6,2.41
Chhattisgarh,Groundnut,Kharif,701.4,255.0,564.8,2.22
Punjab,Barley,Rabi,507.0,2651.7,7883.5,2.97
Telangana,Barley,Rabi,425.7,4032.3,14431.6,3.58
Gujarat,Maize,Kharif,548.4,4844.8,19545.3,4.03
Bihar,Potato,Rabi,738.9,2828.3,76417.9,27.02
Mizoram,Soybean,Kharif,980.6,449.1,745.9,1.66
Odisha,Groundnut,Kharif,889.7,3879.1,7310.7,1.88
Uttar Pradesh,Mustard,Rabi,410.6,3830.2,6762.4,1.77
Uttarakhand,Groundnut,Kharif,734.4,1492.0,3437.4,2.3
Punjab,Rice,Kharif,1041.5,720.8,3706.7,5.14
Rajasthan,Wheat,Rabi,772.1,3638.7,16641.7,4.57
Punjab,Maize,Kharif,652.0,2131.0,9955.9,4.67
Maharashtra,Maize,Kharif,810.8,196.8,974.2,4.95
Odisha,Potato,Rabi,441.7,4114.4,103375.0,25.13
Andhra Pradesh,Sugarcane,Kharif,1713.7,1328.1,123165.7,92.74
Sikkim,Barley,Rabi,378.4,4301.7,14028.4,3.26
Uttar Pradesh,Cotton,Kharif,617.5,1987.7,5674.3,2.85
Manipur,Groundnut,Kharif,626.3,2541.5,6692.5,2.63
Jharkhand,Sugarcane,Kharif,1723.3,4032.5,338635.4,83.98
Arunachal Pradesh,Maize,Kharif,987.2,4080.7,16489.7,4.04
Arunachal Pradesh,Mustard,Rabi,304.6,3912.6,6171.0,1.58
Himachal Pradesh,Barley,Rabi,369.8,4215.7,14423.6,3.42
Sikkim,Barley,Rabi,339.5,1593.9,4722.1,2.96
Assam,Wheat,Rabi,593.5,718.9,3514.8,4.89
Gujarat,Maize,Kharif,794.9,483.4,2343.2,4.85
Chhattisgarh,Wheat,Rabi,609.4,2904.8,16969.4,5.84
Gujarat,Potato,Rabi,679.2,717.9,19978.0,27.83
West Bengal,Sugarcane,Kharif,1274.1,2725.4,235404.2,86.37
Haryana,Soybean,Kharif,795.7,363.5,740.7,2.04
Uttarakhand,Potato,Rabi,656.4,3734.6,101155.2,27.09
Rajasthan,Barley,Rabi,411.2,2222.5,7428.1,3.34
Jharkhand,Wheat,Rabi,602.5,2007.7,10102.2,5.03
Himachal Pradesh,Barley,Rabi,364.7,2109.6,6531.7,3.1
Tripura,Barley,Rabi,483.4,376.4,1199.5,3.19
Odisha,Groundnut,Kharif,881.6,3774.5,7680.6,2.03
Meghalaya,Cotton,Kharif,889.7,4639.2,12029.0,2.59
Himachal Pradesh,Groundnut,Kharif,790.6,1339.3,3299.6,2.46
Mizoram,Barley,Rabi,405.3,2675.4,9671.9,3.62
Telangana,Mustard,Rabi,408.2,4482.9,7487.9,1.67
Manipur,Sugarcane,Kharif,1399.3,1455.2,150152.2,103.19
Mizoram,Potato,Rabi,683.6,516.7,15803.4,30.59
Punjab,Cotton,Kharif,910.6,3497.6,10287.3,2.94
Telangana,Sugarcane,Kharif,752.8,1984.9,174113.9,87.72
Meghalaya,Rice,Kharif,1586.4,174.6,950.9,5.45
Uttar Pradesh,Rice,Kharif,1395.1,4084.6,23368.1,5.72
Punjab,Mustard,Rabi,398.3,1882.0,3643.4,1.94
Madhya Pradesh,Barley,Rabi,394.8,2623.6,8480.7,3.23
Kerala,Mustard,Rabi,541.3,4293.9,7042.6,1.64
Rajasthan,Maize,Kharif,906.6,3794.4,15328.0,4.04
Jharkhand,Cotton,Kharif,506.8,3712.4,8389.8,2.26
Odisha,Maize,Kharif,855.4,4249.9,17252.1,4.06
Telangana,Maize,Kharif,664.6,1269.3,5406.6,4.26
Uttarakhand,Potato,Rabi,557.7,3267.5,94602.5,28.95
Himachal Pradesh,Sugarcane,Kharif,954.2,4064.9,397848.5,97.87
Gujarat,Wheat,Rabi,614.7,1056.9,6224.0,5.89
Uttar Pradesh,Rice,Kharif,973.3,4181.3,18520.1,4.43
Goa,Maize,Kharif,664.5,4564.6,19279.6,4.22
Madhya Pradesh,Soybean,Kharif,707.9,301.3,640.3,2.12
Haryana,Sugarcane,Kharif,1205.9,1378.1,134108.1,97.31
Sikkim,Barley,Rabi,575.4,4359.5,12004.9,2.75
Jharkhand,Rice,Kharif,1717.9,624.3,3102.0,4.97
Maharashtra,Soybean,Kharif,652.6,3919.0,8513.7,2.17
Uttarakhand,Rice,Kharif,1580.0,2383.3,12336.2,5.18
Karnataka,Groundnut,Kharif,693.6,1513.4,3594.4,2.38
Nagaland,Mustard,Rabi,504.3,4085.8,7574.1,1.85
Andhra Pradesh,Sugarcane,Kharif,739.2,3071.7,275385.7,89.65
West Bengal,Rice,Kharif,1017.8,1122.1,5774.3,5.15
Meghalaya,Maize,Kharif,747.3,844.0,3722.8,4.41
Meghalaya,Barley,Rabi,461.4,1575.7,5187.0,3.29
Maharashtra,Sugarcane,Kharif,1415.2,3976.8,376647.5,94.71
Rajasthan,Wheat,Rabi,761.4,4758.1,22753.1,4.78
Sikkim,Maize,Kharif,822.1,4704.2,20871.9,4.44
Himachal Pradesh,Mustard,Rabi,327.5,348.8,468.8,1.34
Nagaland,Soybean,Kharif,977.7,1865.3,3251.0,1.74
Kerala,Mustard,Rabi,508.4,1089.8,1910.7,1.75
Nagaland,Cotton,Kharif,713.9,1624.2,5022.5,3.09
Himachal Pradesh,Cotton,Kharif,555.1,1439.3,3924.0,2.73
Meghalaya,Wheat,Rabi,712.5,4275.3,20069.5,4.69
Maharashtra,Groundnut,Kharif,735.6,4696.1,10652.0,2.27
Tamil Nadu,Groundnut,Kharif,888.2,1752.9,3643.1,2.08
Goa,Sugarcane,Kharif,724.1,4831.2,423529.6,87.66
Maharashtra,Potato,Rabi,659.2,3054.9,92206.0,30.18
Mizoram,Maize,Kharif,656.1,2210.3,9068.1,4.1
Odisha,Barley,Rabi,318.4,3435.1,10071.9,2.93
Uttarakhand,Barley,Rabi,488.6,1414.6,5142.1,3.63
Gujarat,Maize,Kharif,958.5,3523.0,13900.3,3.95
Gujarat,Sugarcane,Kharif,1654.5,4766.5,465120.6,97.58
Uttar Pradesh,Wheat,Rabi,508.5,1345.5,6396.5,4.75
Tripura,Barley,Rabi,364.6,3715.7,13675.3,3.68
Uttar Pradesh,Mustard,Rabi,339.1,1848.6,2803.3,1.52
Haryana,Potato,Rabi,714.3,3884.4,98653.1,25.4
Arunachal Pradesh,Maize,Kharif,553.7,457.6,1755.4,3.84
Mizoram,Soybean,Kharif,886.4,3827.3,8165.1,2.13
Maharashtra,Potato,Rabi,567.1,2910.5,87496.3,30.06
Bihar,Barley,Rabi,598.2,3211.2,8877.8,2.76
Meghalaya,Groundnut,Kharif,682.4,3316.2,8956.5,2.7
Rajasthan,Maize,Kharif,996.7,2753.6,9984.0,3.63
Tripura,Soybean,Kharif,984.4,1476.3,3048.4,2.06
Meghalaya,Sugarcane,Kharif,1741.5,158.2,14219.5,89.88
Mizoram,Sugarcane,Kharif,1716.2,1519.3,144212.3,94.92
Madhya Pradesh,Mustard,Rabi,481.0,1937.1,3583.7,1.85
Chhattisgarh,Sugarcane,Kharif,928.5,1249.8,124072.0,99.27
Arunachal Pradesh,Cotton,Kharif,662.6,1444.3,4187.4,2.9
Telangana,Potato,Rabi,671.7,3919.9,104384.7,26.63
Goa,Wheat,Rabi,513.6,3815.1,18469.8,4.84
Andhra Pradesh,Potato,Rabi,443.9,2353.3,68254.1,29.0
Andhra Pradesh,Mustard,Rabi,595.2,1601.6,2002.2,1.25
Madhya Pradesh,Rice,Kharif,1344.1,2814.6,13619.7,4.84
Nagaland,Potato,Rabi,674.6,2046.4,60113.0,29.37
Mizoram,Potato,Rabi,583.9,2052.5,60316.7,29.39
Tripura,Mustard,Rabi,328.2,377.1,637.3,1.69
Haryana,Sugarcane,Kharif,1060.0,2056.4,199243.4,96.89
Uttarakhand,Groundnut,Kharif,625.6,2328.9,5177.1,2.22
Gujarat,Sugarcane,Kharif,729.3,2230.3,194568.0,87.24
Andhra Pradesh,Potato,Rabi,752.5,1814.9,44169.8,24.34
Odisha,Maize,Kharif,604.6,4923.1,19457.1,3.95
Assam,Maize,Kharif,841.5,1157.0,5345.9,4.62
Nagaland,Wheat,Rabi,758.5,3925.9,17513.0,4.46
Maharashtra,Groundnut,Kharif,725.6,2500.8,6072.1,2.43
Kerala,Sugarcane,Kharif,1007.3,861.1,82844.9,96.21
Rajasthan,Sugarcane,Kharif,980.3,4517.1,405923.0,89.86
Telangana,Mustard,Rabi,359.1,4986.3,7833.2,1.57
Gujarat,Potato,Rabi,750.8,4487.6,126271.7,28.14
Tamil Nadu,Potato,Rabi,772.0,4984.9,128365.8,25.75
Haryana,Wheat,Rabi,578.3,1317.7,6747.1,5.12
Sikkim,Groundnut,Kharif,782.4,411.6,1002.2,2.43
Sikkim,Cotton,Kharif,573.1,177.8,427.3,2.4
Nagaland,Soybean,Kharif,724.6,3968.9,8961.9,2.26
Bihar,Potato,Rabi,621.9,104.9,2903.1,27.69
Jharkhand,Mustard,Rabi,329.7,2154.4,3364.6,1.56
Chhattisgarh,Barley,Rabi,373.5,1712.7,5807.0,3.39
Assam,Groundnut,Kharif,866.6,4915.7,11511.1,2.34
West Bengal,Barley,Rabi,490.2,4597.4,17012.3,3.7
Nagaland,Rice,Kharif,1657.8,154.2,838.7,5.44
Arunachal Pradesh,Sugarcane,Kharif,1758.0,633.0,56338.0,89.01
Uttarakhand,Mustard,Rabi,449.7,4666.4,9189.3,1.97
Uttarakhand,Maize,Kharif,622.1,2414.1,10969.0,4.54
Bihar,Soybean,Kharif,769.2,3743.8,8134.3,2.17
Odisha,Wheat,Rabi,704.8,1691.5,8531.4,5.04
Gujarat,Mustard,Rabi,501.1,549.7,965.3,1.76
Punjab,Wheat,Rabi,608.1,2916.2,17336.9,5.95
Gujarat,Rice,Kharif,1352.9,2300.2,12285.8,5.34
Tamil Nadu,Groundnut,Kharif,873.9,4471.6,9338.0,2.09
Haryana,Sugarcane,Kharif,1357.4,182.2,15993.1,87.77
Telangana,Barley,Rabi,345.2,3142.7,10507.1,3.34
Andhra Pradesh,Groundnut,Kharif,598.6,1981.4,4840.6,2.44
Madhya Pradesh,Soybean,Kharif,929.4,2387.9,4420.5,1.85
Bihar,Potato,Rabi,464.9,574.0,13982.3,24.36
Odisha,Soybean,Kharif,815.9,2410.0,4850.7,2.01
Jharkhand,Barley,Rabi,474.1,951.4,3264.8,3.43
Jharkhand,Sugarcane,Kharif,1267.5,542.2,51744.1,95.44
Karnataka,Wheat,Rabi,509.1,2779.9,13021.5,4.68
Tamil Nadu,Mustard,Rabi,408.3,2900.4,5277.7,1.82
Madhya Pradesh,Mustard,Rabi,502.8,561.7,1045.1,1.86
Andhra Pradesh,Cotton,Kharif,743.0,4679.4,14806.8,3.16
Goa,Maize,Kharif,576.2,664.6,2904.8,4.37
Nagaland,Wheat,Rabi,698.0,710.3,4055.9,5.71
Jharkhand,Mustard,Rabi,388.7,1545.5,2879.3,1.86
Sikkim,Wheat,Rabi,671.7,3330.5,15897.2,4.77
Andhra Pradesh,Rice,Kharif,1772.3,4512.2,18852.0,4.18
Madhya Pradesh,Sugarcane,Kharif,1147.9,3947.4,365082.7,92.49
Karnataka,Sugarcane,Kharif,1083.0,761.2,66305.5,87.11
Nagaland,Groundnut,Kharif,746.0,665.7,1444.0,2.17
Manipur,Sugarcane,Kharif,1609.8,4349.3,359928.6,82.75
Rajasthan,Maize,Kharif,699.3,1651.8,7162.0,4.34
Arunachal Pradesh,Mustard,Rabi,422.4,3222.8,5266.6,1.63
Meghalaya,Wheat,Rabi,751.3,1155.0,5918.1,5.12
Rajasthan,Wheat,Rabi,518.9,4725.1,26035.3,5.51
Kerala,Mustard,Rabi,364.5,404.2,618.6,1.53
Odisha,Barley,Rabi,396.2,322.3,1241.0,3.85
Haryana,Wheat,Rabi,735.1,1035.8,5402.6,5.22
Arunachal Pradesh,Sugarcane,Kharif,1292.5,3613.5,371979.5,102.94
West Bengal,Cotton,Kharif,903.6,3576.9,9050.6,2.53
Tamil Nadu,Cotton,Kharif,920.0,4776.9,12422.8,2.6
Maharashtra,Maize,Kharif,529.3,4117.4,14745.8,3.58
Arunachal Pradesh,Maize,Kharif,501.8,4244.9,13621.5,3.21
Rajasthan,Potato,Rabi,702.2,2663.9,70490.7,26.46
Nagaland,Soybean,Kharif,712.5,1553.8,3215.1,2.07
Sikkim,Wheat,Rabi,710.6,1203.0,6319.7,5.25
Odisha,Barley,Rabi,467.2,140.6,509.7,3.62
Goa,Soybean,Kharif,838.9,1889.8,3739.8,1.98
Uttar Pradesh,Barley,Rabi,514.1,817.5,2792.4,3.42
Sikkim,Barley,Rabi,322.6,3959.8,12105.1,3.06
Rajasthan,Groundnut,Kharif,535.9,2745.2,6475.5,2.36
Goa,Sugarcane,Kharif,1263.5,4656.2,435389.3,93.51
Telangana,Wheat,Rabi,515.1,4015.0,19139.9,4.77
Karnataka,Cotton,Kharif,615.3,4368.8,11518.1,2.64
Madhya Pradesh,Wheat,Rabi,636.5,871.1,5119.9,5.88
Uttarakhand,Groundnut,Kharif,848.3,4650.8,10357.1,2.23
Goa,Rice,Kharif,1446.6,522.7,2996.1,5.73
Sikkim,Wheat,Rabi,594.2,2615.6,14836.1,5.67
Himachal Pradesh,Barley,Rabi,570.4,3551.7,9938.2,2.8
Chhattisgarh,Wheat,Rabi,509.1,4394.3,23357.8,5.32
Manipur,Groundnut,Kharif,597.7,3683.2,7763.3,2.11
Himachal Pradesh,Soybean,Kharif,945.9,4762.6,9767.2,2.05
Telangana,Mustard,Rabi,461.0,3873.1,7367.3,1.9
Uttar Pradesh,Wheat,Rabi,512.8,158.7,762.9,4.81
Meghalaya,Maize,Kharif,545.9,4214.1,15911.4,3.78
Manipur,Barley,Rabi,340.2,4857.8,13947.4,2.87
Gujarat,Groundnut,Kharif,790.4,2453.8,6048.7,2.47
Punjab,Wheat,Rabi,651.0,2076.4,10644.9,5.13
Sikkim,Potato,Rabi,712.4,3544.3,92879.4,26.21
Punjab,Sugarcane,Kharif,1231.4,2028.0,211926.7,104.5
Goa,Sugarcane,Kharif,1486.9,4500.0,443322.8,98.52
Maharashtra,Mustard,Rabi,488.0,1431.0,2734.7,1.91
Karnataka,Sugarcane,Kharif,1797.2,3580.4,299483.4,83.65
West Bengal,Cotton,Kharif,759.6,4904.6,14728.8,3.0
Uttarakhand,Rice,Kharif,1500.1,624.2,3168.7,5.08
Karnataka,Mustard,Rabi,575.4,4635.8,6439.5,1.39
Jharkhand,Mustard,Rabi,459.0,610.6,1044.5,1.71
Sikkim,Maize,Kharif,501.0,2928.7,9648.5,3.29
Telangana,Maize,Kharif,540.4,688.3,2757.0,4.01
Telangana,Sugarcane,Kharif,1578.0,4971.4,400337.6,80.53
Himachal Pradesh,Cotton,Kharif,961.0,347.9,815.8,2.34
Manipur,Potato,Rabi,455.5,2985.5,69830.3,23.39
Nagaland,Soybean,Kharif,799.4,2345.5,4920.3,2.1
Assam,Maize,Kharif,716.7,3342.3,16367.9,4.9
Tripura,Rice,Kharif,1353.6,975.9,5904.3,6.05
Chhattisgarh,Mustard,Rabi,572.6,4841.6,7092.4,1.46
Rajasthan,Barley,Rabi,570.8,4891.3,14626.9,2.99
Jharkhand,Potato,Rabi,584.8,3750.7,101786.3,27.14
Assam,Maize,Kharif,619.9,2604.3,10455.5,4.01
Nagaland,Soybean,Kharif,919.0,456.3,834.2,1.83
Manipur,Rice,Kharif,1026.9,4865.2,24770.7,5.09
Meghalaya,Groundnut,Kharif,592.4,2847.6,5870.8,2.06
Maharashtra,Cotton,Kharif,974.3,2897.5,6900.1,2.38
Haryana,Maize,Kharif,960.3,3234.5,12526.7,3.87
Maharashtra,Mustard,Rabi,383.6,4847.0,7269.8,1.5
Karnataka,Wheat,Rabi,756.5,4402.5,22477.3,5.11
Assam,Rice,Kharif,1174.3,3720.3,19224.4,5.17
Madhya Pradesh,Cotton,Kharif,548.0,427.2,1123.8,2.63
Haryana,Cotton,Kharif,944.8,2759.4,6737.2,2.44
Punjab,Soybean,Kharif,898.3,4293.8,9603.6,2.24
Telangana,Barley,Rabi,418.9,4849.4,17584.1,3.63
Karnataka,Maize,Kharif,706.2,2762.0,13672.0,4.95
Rajasthan,Wheat,Rabi,469.2,3953.0,18626.9,4.71
Tamil Nadu,Rice,Kharif,1222.6,1648.0,8370.4,5.08
Tamil Nadu,Soybean,Kharif,856.7,993.8,1948.8,1.96
Telangana,Cotton,Kharif,602.0,3314.7,8286.6,2.5
Tamil Nadu,Rice,Kharif,1064.9,1440.4,7543.1,5.24
Assam,Wheat,Rabi,664.2,4968.8,24218.4,4.87
Arunachal Pradesh,Mustard,Rabi,513.2,3857.2,5933.0,1.54
Uttar Pradesh,Maize,Kharif,543.1,2780.4,11603.3,4.17
West Bengal,Soybean,Kharif,966.6,1267.2,2550.2,2.01
Odisha,Mustard,Rabi,580.5,3969.6,5827.2,1.47
Gujarat,Cotton,Kharif,700.8,2317.1,6524.1,2.82
Maharashtra,Barley,Rabi,459.5,2634.9,9913.1,3.76
Bihar,Maize,Kharif,898.7,1775.4,6855.1,3.86
Meghalaya,Mustard,Rabi,573.4,3541.5,5521.4,1.56
Bihar,Groundnut,Kharif,883.4,452.7,862.8,1.91
Uttarakhand,Soybean,Kharif,916.3,4472.6,9992.5,2.23
Himachal Pradesh,Mustard,Rabi,458.1,2534.3,4132.8,1.63
Gujarat,Potato,Rabi,566.8,3024.6,86389.8,28.56
Haryana,Rice,Kharif,1327.8,1981.7,11389.0,5.75
Gujarat,Wheat,Rabi,735.7,3188.2,17529.0,5.5
Telangana,Sugarcane,Kharif,761.8,3519.3,319173.8,90.69
Haryana,Wheat,Rabi,535.9,4041.4,22847.2,5.65
West Bengal,Cotton,Kharif,521.0,4433.5,9802.6,2.21
Haryana,Wheat,Rabi,673.7,2670.6,16157.4,6.05
Andhra Pradesh,Wheat,Rabi,558.6,250.8,1241.9,4.95
Kerala,Maize,Kharif,964.3,1466.3,5250.5,3.58
